2326,PUEBLA
20.5259519,-97.98029284
20.5301178,-97.9710766
20.53118914,-97.96870413
20.53190854,-97.96880306
20.53403957,-97.96910065
20.53744185,-97.97766805
20.55437483,-97.97294429
20.56154035,-97.96633852
20.56128908,-97.95345107
20.56699357,-97.94788972
20.56927254,-97.937392
20.56523169,-97.93353705
20.57092104,-97.92947091
20.57955695,-97.92328488
20.57889003,-97.91972794
20.58635806,-97.91432785
20.58718646,-97.90969686
20.59327244,-97.9085898
20.60834263,-97.90583456
20.62344477,-97.89482481
20.63872334,-97.90047157
20.64363335,-97.90725349
20.65344108,-97.91193059
20.66392882,-97.90779732
20.67284989,-97.91324445
20.67962113,-97.91635636
20.68165601,-97.91576202
20.68752671,-97.91405349
20.68803475,-97.91269532
20.6900162,-97.90740628
20.69060054,-97.90585046
20.69272056,-97.90403586
20.69894778,-97.89871629
20.7041623,-97.90365231
20.70566577,-97.91673013
20.72664183,-97.91893584
20.74628707,-97.91244215
20.75829915,-97.91673084
20.75789669,-97.9095046
20.79800469,-97.89484885
20.83388059,-97.87907807
20.83183271,-97.87013648
20.83253024,-97.86841369
20.83528676,-97.86162957
20.83409083,-97.85635682
20.83379222,-97.85505311
20.83815607,-97.8476592
20.83952687,-97.84534104
20.83626598,-97.8395793
20.83499978,-97.84040516
20.83034432,-97.84341104
20.82911352,-97.84420435
20.82353515,-97.84398298
20.81753957,-97.85010164
20.81492134,-97.84393724
20.81400048,-97.84178424
20.81301112,-97.83944999
20.81307261,-97.83206423
20.80880303,-97.82859368
20.80980258,-97.82731283
20.81161704,-97.82496914
20.81983002,-97.81436474
20.82118139,-97.80937575
20.82189857,-97.80674237
20.81899519,-97.79951601
20.82122628,-97.79781517
20.81624808,-97.79007225
20.82477775,-97.7768949
20.82284841,-97.77440938
20.82717607,-97.77272196
20.81916927,-97.76316108
20.81418304,-97.75030642
20.80704346,-97.74780483
20.80134069,-97.73890749
20.79955907,-97.69518995
20.7978098,-97.69559325
20.79405035,-97.69648053
20.79310656,-97.70163049
20.79858791,-97.71096712
20.79954096,-97.71258478
20.79880324,-97.71378329
20.79648554,-97.71753648
20.79468811,-97.72042856
20.79439302,-97.72090842
20.79161519,-97.72541182
20.78628566,-97.72339013
20.78446046,-97.72626591
20.78386076,-97.72721134
20.77767227,-97.72465483
20.77739464,-97.72058178
20.77113982,-97.72536612
20.76471711,-97.72513551
20.76290664,-97.7181855
20.76274431,-97.71757554
20.75850771,-97.72668554
20.74876407,-97.72388528
20.74187197,-97.7282714
20.73471611,-97.74855112
20.71935424,-97.75318287
20.70618603,-97.75088485
20.69197671,-97.75746328
20.68834649,-97.75582234
20.68624932,-97.74797847
20.68791184,-97.74219551
20.67390785,-97.73856351
20.67189674,-97.73803884
20.67067929,-97.73831112
20.6577232,-97.74131857
20.65751808,-97.74209634
20.65704229,-97.7439046
20.65645159,-97.74614792
20.65832417,-97.75049011
20.65931424,-97.75280176
20.65701503,-97.75203053
20.64357887,-97.74758997
20.64586866,-97.73763405
20.64200137,-97.73498466
20.64006785,-97.73366484
20.6375606,-97.73194869
20.6374323,-97.73028507
20.637262,-97.728095
20.63646015,-97.71763719
20.63624377,-97.71478347
20.63385084,-97.71133378
20.63216725,-97.70890753
20.6301622,-97.70602406
20.62279713,-97.70678608
20.62278976,-97.7103888
20.61948488,-97.71225768
20.60771933,-97.71400475
20.60689006,-97.70679322
20.6026927,-97.7059702
20.60185454,-97.69332141
20.59950859,-97.69411422
20.58465085,-97.69913387
20.57376655,-97.69865434
20.57367086,-97.69751561
20.57257591,-97.68415754
20.56981548,-97.68472993
20.56704486,-97.68046353
20.55442145,-97.68520981
20.55521238,-97.67694747
20.54304523,-97.65721808
20.55938674,-97.65528592
20.56670234,-97.64804597
20.5539259,-97.6369451
20.55614056,-97.62874231
20.56389348,-97.62286947
20.56369467,-97.60934874
20.56056927,-97.60418268
20.55901574,-97.60160546
20.56178279,-97.5984467
20.55828816,-97.59213687
20.56071687,-97.58858192
20.55800724,-97.58839104
20.55627056,-97.58826954
20.54262861,-97.57501663
20.53378382,-97.57853336
20.53255116,-97.57233902
20.51068501,-97.55777366
20.51045336,-97.5538807
20.50829796,-97.55588746
20.50460276,-97.55301871
20.50681457,-97.5520117
20.48769893,-97.54156718
20.48393224,-97.54307809
